"StartDate","EndDate","Status","Progress","Duration__in_seconds_","Finished","RecordedDate","DistributionChannel","UserLanguage","Q5","Q7","Q8","Q12","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q13_7","Q13_8","Q13_9","Q13_10","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q11_1","Q11_2","Q11_3","Q11_4","Q11_5","Q11_6","Q17_1","Q17_2","Q17_3","Q17_4","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q20_1","Q20_2","Q21_1","Q21_2","Q21_3","Q21_4","Q21_5","Q21_6","Q22_1","Q22_2","Q22_3","Q22_4","Q22_5","Q23_1","Q23_2","Q23_3","Q23_4","Q23_5","Q23_6","Q23_7","Q23_8","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25_1","Q25_2","Q25_3","Q25_4","Q25_5","Q26_1","Q26_2","Q27_1","Q27_2","SC0","SC1","SC2","SC3","SC4","SC5","id","Attention"
2018-06-12 01:48:53,2018-06-12 01:55:51,0,100,418,1,2018-06-12 01:55:52,"anonymous","EN",21,1,2,2,2,2,2,5,4,3,1,1,2,4,5,5,5,2,2,1,2,3,4,4,2,4,4,3,3,2,1,2,3,1,2,1,2,3,3,3,3,2,4,4,2,3,4,2,4,4,2,3,2,4,5,1,1,1,2,3,1,1,2,3,4,2,1,2,3,4,5,5,21,8,21,24,76,0,"18566",""
2018-06-12 14:23:51,2018-06-12 14:34:39,0,100,647,1,2018-06-12 14:34:39,"anonymous","EN",20,2,1,2,5,5,5,5,5,4,2,2,2,4,2,2,2,2,2,1,1,2,4,4,2,3,4,2,2,2,2,2,4,1,1,1,2,6,6,2,1,5,4,6,2,6,1,3,3,2,4,6,1,4,6,1,5,2,1,2,2,1,6,2,2,6,1,3,6,1,6,3,19,8,19,13,95,0,"18562",""
2018-06-15 13:54:16,2018-06-15 14:06:38,0,100,742,1,2018-06-15 14:06:39,"anonymous","EN",22,1,2,2,1,1,1,5,4,4,1,1,3,2,5,2,4,5,2,1,2,5,5,2,1,2,4,1,3,2,2,2,4,1,2,1,2,4,2,2,1,2,4,1,4,1,3,1,5,1,6,4,2,3,4,1,1,3,1,3,2,3,3,3,4,5,1,2,3,2,5,4,15,10,15,25,79,0,"16303",""
2018-06-19 12:24:11,2018-06-19 12:42:43,0,100,1111,1,2018-06-19 12:42:43,"anonymous","EN",20,1,1,2,1,2,2,5,2,2,2,1,1,2,5,3,3,3,1,1,2,1,4,2,2,5,5,2,3,2,3,2,4,1,2,1,2,1,4,2,4,4,4,1,1,5,2,2,3,3,3,4,2,1,4,1,1,3,5,4,2,2,1,2,3,2,1,2,3,2,6,6,20,11,20,18,74,0,"17419",""
2018-06-19 20:47:05,2018-06-19 21:02:08,0,100,902,1,2018-06-19 21:02:08,"anonymous","EN",21,2,2,2,3,3,3,5,4,4,3,2,1,2,5,5,4,5,2,1,2,2,4,4,2,4,4,4,2,2,1,3,2,1,1,1,2,3,4,2,2,3,4,2,4,3,3,1,4,1,4,4,3,4,5,1,2,2,2,2,2,2,2,2,4,4,6,2,3,2,5,5,22,6,22,25,78,1,"18575",""
2018-06-22 20:22:10,2018-06-22 20:30:43,0,100,513,1,2018-06-22 20:30:44,"anonymous","EN",19,1,1,2,2,2,3,5,3,4,2,2,4,4,5,4,2,5,2,1,1,5,4,4,5,2,4,5,2,2,1,4,3,1,1,1,3,2,2,1,4,2,4,1,1,4,5,2,5,5,5,4,3,2,5,1,1,3,2,5,1,1,2,2,1,5,1,3,5,1,6,6,24,9,24,24,91,0,"18573",""
2018-06-25 14:18:23,2018-06-25 14:29:40,0,100,677,1,2018-06-25 14:29:41,"anonymous","EN",16,1,2,1,1,1,1,5,4,3,1,1,2,1,5,5,5,5,1,1,1,5,4,4,2,4,5,4,2,1,2,3,3,1,4,1,3,1,4,1,1,4,4,1,1,5,1,5,5,5,4,3,2,2,2,1,1,2,1,1,1,1,1,2,5,2,1,2,1,1,2,2,23,11,23,27,53,0,"18569",""
2018-06-26 19:43:05,2018-06-26 20:02:12,0,100,1146,1,2018-06-26 20:02:12,"anonymous","EN",17,2,1,4,1,2,3,5,3,2,2,1,1,1,5,5,2,4,3,1,2,2,5,4,4,4,4,2,4,1,1,2,4,1,1,2,4,2,1,2,1,2,4,1,1,5,2,1,3,1,4,4,2,4,4,1,2,2,1,1,1,1,2,3,5,5,1,2,2,1,4,4,23,11,23,23,61,0,"18576",""
2018-06-27 01:45:05,2018-06-27 02:07:24,0,100,1338,1,2018-06-27 02:07:25,"anonymous","EN",19,1,2,1,1,1,1,5,2,1,2,2,1,1,4,2,2,5,1,1,1,5,3,3,3,1,3,1,1,1,1,3,4,1,2,1,1,2,2,1,1,1,4,1,2,2,1,1,3,1,4,6,3,2,6,1,1,2,1,1,2,1,2,3,2,2,1,3,3,3,5,5,14,6,14,20,67,0,"18577",""
2018-06-27 03:21:01,2018-06-27 03:27:33,0,100,391,1,2018-06-27 03:27:33,"anonymous","EN",19,1,2,1,1,1,1,5,3,2,1,1,1,3,5,5,5,5,5,1,1,5,1,1,4,1,5,2,1,2,1,2,3,1,1,1,2,2,3,1,1,3,4,1,2,5,1,2,2,1,2,5,3,4,4,1,1,2,1,4,1,1,1,6,3,2,1,1,6,3,6,6,14,5,14,31,67,0,"18578",""
2018-06-27 05:11:57,2018-06-27 05:20:56,0,100,539,1,2018-06-27 05:20:57,"anonymous","EN",21,1,2,1,1,1,2,5,3,3,1,2,2,1,5,5,5,5,1,1,2,5,3,4,4,2,3,2,1,2,1,1,3,1,2,1,2,3,2,3,2,2,4,1,2,1,2,1,4,2,6,3,2,2,2,1,2,2,1,1,1,1,3,4,3,3,1,2,5,3,4,5,18,5,18,28,69,0,"18579",""
2018-06-27 12:30:22,2018-06-27 12:43:22,0,100,779,1,2018-06-27 12:43:22,"anonymous","EN",18,1,1,1,1,1,5,5,5,5,5,2,5,5,5,3,4,5,4,1,2,2,2,3,5,2,4,4,2,3,2,4,4,1,2,2,4,3,3,1,1,2,4,6,4,3,2,1,2,2,5,6,1,1,2,1,2,1,2,4,2,1,2,3,1,6,1,3,5,5,5,5,20,15,20,25,81,0,"18580",""
2018-06-27 15:26:23,2018-06-27 15:42:14,0,100,951,1,2018-06-27 15:42:15,"anonymous","EN",19,2,1,4,2,2,3,5,4,4,5,4,1,2,2,5,4,4,4,1,2,4,4,4,3,4,5,4,4,2,2,3,4,1,2,1,3,5,4,3,5,5,4,1,1,3,3,4,3,4,2,3,2,4,5,1,2,3,5,4,2,2,3,3,2,3,1,2,3,2,3,2,24,13,24,25,84,0,"18560",""
2018-06-27 15:56:35,2018-06-27 16:08:27,0,100,712,1,2018-06-27 16:08:28,"anonymous","EN",22,1,1,1,1,1,2,5,2,2,1,2,1,2,4,5,4,5,1,1,2,2,4,4,2,2,2,4,2,2,2,2,3,1,2,1,3,2,2,2,2,3,4,1,3,2,2,1,4,3,1,4,3,4,4,1,2,2,2,1,2,1,2,2,2,2,1,2,4,3,4,5,18,9,18,23,70,0,"18581",""
2018-11-26 18:12:41,2018-11-26 18:21:58,0,100,556,1,2018-11-26 18:21:58,"anonymous","EN",19,1,2,1,1,1,1,5,4,5,1,1,1,1,5,5,5,1,1,1,2,5,4,4,4,4,4,2,1,2,1,2,4,1,2,1,2,2,2,1,1,2,4,1,1,6,2,1,6,2,4,6,1,1,3,1,1,3,1,5,2,1,1,2,5,2,1,1,2,1,2,2,22,7,22,24,57,0,"18823",""
2018-11-26 19:25:27,2018-11-26 19:33:07,0,100,460,1,2018-11-26 19:33:08,"anonymous","EN",17,2,1,1,4,4,3,5,3,5,2,1,1,4,5,5,3,5,1,1,2,5,3,1,3,1,3,1,2,4,1,4,4,1,1,2,2,4,2,2,3,2,4,1,1,5,3,1,3,1,6,5,4,4,4,1,1,2,1,1,2,1,2,5,6,5,1,2,5,2,3,4,12,12,12,26,72,0,"18635",""
2018-11-27 09:40:59,2018-11-27 09:45:34,0,100,274,1,2018-11-27 09:45:34,"anonymous","EN",17,2,2,1,2,1,2,5,4,4,2,4,4,4,5,5,5,5,3,1,2,5,4,3,3,4,2,3,2,3,3,4,2,1,1,1,2,2,2,1,1,1,4,1,1,4,2,1,1,1,3,4,3,5,5,1,2,2,1,6,1,1,1,3,3,6,1,2,4,1,6,6,19,10,19,30,73,0,"18933",""
2018-11-27 12:11:04,2018-11-27 12:16:49,0,100,344,1,2018-11-27 12:16:49,"anonymous","EN",21,1,2,1,1,5,5,5,5,3,5,2,5,1,5,5,5,5,5,1,5,5,4,2,5,2,5,2,3,4,4,4,4,2,1,1,3,3,1,1,1,1,4,1,1,5,1,1,6,2,6,6,1,3,3,1,1,6,5,5,1,1,1,3,6,6,1,2,3,2,6,6,20,17,20,35,80,0,"18760",""
2018-11-27 12:53:26,2018-11-27 12:59:17,0,100,351,1,2018-11-27 12:59:17,"anonymous","EN",19,1,2,2,1,1,1,5,5,1,1,1,3,1,5,5,5,5,5,1,1,5,3,3,4,4,5,3,1,1,1,3,1,1,1,1,2,5,3,3,5,3,4,1,3,5,5,3,5,6,6,6,1,6,6,1,1,6,1,6,1,1,1,1,6,6,1,1,6,6,6,6,22,3,22,31,104,0,"18683",""
2018-11-27 12:48:36,2018-11-27 13:53:18,0,100,3881,1,2018-11-27 13:53:18,"anonymous","EN",19,2,2,2,2,2,2,5,3,4,2,3,1,3,2,3,4,5,1,1,1,4,4,4,4,2,5,2,1,2,1,3,3,1,2,1,2,2,4,2,2,3,4,1,3,5,2,1,1,2,3,5,4,5,5,1,2,2,1,1,1,2,2,3,4,5,1,5,5,1,5,6,21,7,21,20,78,0,"18081",""
2018-11-27 15:20:57,2018-11-27 15:30:55,0,100,597,1,2018-11-27 15:30:56,"anonymous","EN",18,1,1,1,1,1,2,2,2,2,1,2,1,2,5,4,3,5,2,1,1,5,2,3,3,2,4,3,2,2,3,4,3,1,1,1,3,2,3,2,1,3,4,5,1,2,2,1,4,4,4,6,4,5,5,1,2,2,1,1,1,1,1,4,3,2,1,4,4,2,5,5,17,11,17,25,79,0,"18822","0"
2018-11-27 16:04:14,2018-11-27 16:13:32,0,100,558,1,2018-11-27 16:13:32,"anonymous","EN",22,1,2,1,1,1,1,5,3,5,2,4,1,2,5,5,5,5,5,1,5,5,4,2,2,2,2,3,2,3,2,3,3,1,2,2,2,2,3,2,3,2,4,5,4,3,2,2,3,4,4,5,2,3,4,1,2,3,2,5,1,3,2,3,2,4,1,1,3,4,5,5,15,11,15,35,86,0,"18879","0"
2018-11-27 19:05:16,2018-11-27 19:19:14,0,100,837,1,2018-11-27 19:19:14,"anonymous","EN",19,2,1,2,2,3,4,5,4,4,3,2,4,1,5,5,4,4,1,1,2,5,4,4,3,3,3,2,3,3,2,4,4,1,2,1,2,4,2,2,2,2,4,1,2,2,2,1,4,1,3,4,2,4,4,1,2,2,1,2,1,1,3,2,4,6,1,2,3,2,4,4,19,13,19,26,70,0,"18721","0"
2018-11-27 16:49:41,2018-11-27 20:58:32,0,100,14931,1,2018-11-27 20:58:33,"anonymous","EN",19,1,1,2,1,2,1,5,4,5,2,2,1,1,5,5,5,5,5,1,1,5,2,2,4,1,4,2,2,2,1,1,2,1,1,1,2,2,3,4,2,3,4,2,2,4,4,2,4,2,6,5,5,5,5,1,2,3,1,6,3,1,3,5,5,2,1,3,4,3,3,4,15,4,15,31,87,0,"18665","0"
2018-11-27 21:19:03,2018-11-27 21:26:09,0,100,426,1,2018-11-27 21:26:10,"anonymous","EN",18,1,1,2,1,1,1,5,2,2,2,1,2,2,5,5,5,5,2,1,2,5,2,4,5,2,3,4,1,1,2,2,3,1,2,1,3,1,2,6,1,2,4,1,1,3,3,1,6,6,6,6,6,4,6,1,1,2,3,4,2,1,3,4,3,2,1,3,5,3,6,6,20,7,20,29,96,0,"19003","0"
2018-11-28 16:02:24,2018-11-28 16:08:19,0,100,354,1,2018-11-28 16:08:19,"anonymous","EN",21,1,2,1,2,2,1,5,5,5,2,1,1,2,5,5,5,5,1,1,3,2,3,3,4,4,4,3,3,2,4,4,4,1,2,1,3,3,4,2,1,3,4,1,3,3,3,1,1,1,1,5,3,5,5,1,2,3,1,2,1,2,1,2,3,2,1,6,2,1,3,3,21,15,21,26,67,0,"18710","0"
2018-11-28 18:29:02,2018-11-28 18:45:26,0,100,983,1,2018-11-28 18:45:26,"anonymous","EN",20,1,2,1,1,2,2,5,5,5,2,1,2,2,5,5,5,5,3,1,1,5,2,4,2,2,5,2,2,3,1,2,4,1,2,1,2,3,4,2,3,4,4,1,2,1,3,1,6,1,6,5,5,6,5,1,2,5,2,4,2,1,2,4,3,3,1,4,5,2,5,5,17,9,17,29,93,0,"19006","0"
2018-11-28 22:07:46,2018-11-28 22:16:46,0,100,539,1,2018-11-28 22:16:46,"anonymous","EN",20,1,2,1,2,2,2,5,4,4,1,1,1,3,5,3,3,5,2,1,2,5,4,5,3,5,5,4,3,3,3,4,3,1,3,1,4,1,3,3,4,2,4,1,1,3,1,1,4,1,4,1,1,1,1,1,1,1,2,4,4,1,1,4,5,5,1,1,3,2,4,4,26,16,26,25,58,0,"18978","0"
2018-11-29 09:57:11,2018-11-29 10:05:42,0,100,511,1,2018-11-29 10:05:42,"anonymous","EN",18,2,1,1,4,4,4,4,4,4,3,4,1,3,5,5,3,1,1,1,3,3,3,4,1,4,4,2,2,2,3,3,4,1,1,1,2,3,4,2,1,4,4,1,2,2,1,3,3,4,4,4,3,3,3,1,4,2,1,1,2,1,4,5,3,5,1,2,4,1,6,6,18,10,18,21,79,0,"18971","0"
2018-11-29 10:07:28,2018-11-29 10:15:31,0,100,482,1,2018-11-29 10:15:31,"anonymous","EN",27,1,2,1,2,5,2,5,5,5,5,2,1,1,5,5,5,5,1,1,2,5,4,1,4,2,1,2,2,4,1,4,2,1,3,2,2,1,3,1,1,3,4,1,1,6,3,3,2,5,6,6,2,6,6,1,1,1,1,3,1,1,1,3,3,6,1,6,4,2,6,6,14,12,14,28,85,0,"16571","0"
2018-11-29 11:32:06,2018-11-29 11:39:35,0,100,448,1,2018-11-29 11:39:35,"anonymous","EN",21,1,2,1,2,2,2,5,5,4,2,2,1,1,4,5,5,5,5,1,3,5,2,2,4,2,2,2,3,4,1,2,1,1,1,1,1,1,4,2,1,2,4,1,2,2,3,1,6,2,6,6,3,3,4,1,2,3,1,6,1,2,4,4,6,4,1,2,5,2,5,4,14,6,14,32,81,0,"18742","0"
2018-11-29 14:43:26,2018-11-29 14:51:34,0,100,487,1,2018-11-29 14:51:35,"anonymous","EN",19,2,1,1,5,5,4,3,5,5,3,2,2,2,5,5,5,5,2,1,3,5,2,2,1,4,4,3,4,4,3,4,4,2,3,2,3,4,2,1,3,1,4,1,1,2,3,1,4,2,6,6,3,3,4,1,2,2,1,1,2,1,2,3,4,6,1,2,4,4,5,5,16,20,16,30,78,0,"19012","0"
2018-11-29 16:03:43,2018-11-29 16:17:24,0,100,820,1,2018-11-29 16:17:24,"anonymous","EN",21,1,2,1,1,1,1,5,3,1,1,1,1,1,5,5,5,1,1,1,2,5,4,4,4,2,2,2,2,1,2,4,4,1,2,2,3,1,4,3,2,4,4,1,5,3,2,1,3,2,2,4,1,5,4,1,2,3,1,1,1,2,3,3,4,1,1,1,3,4,5,5,18,12,18,24,67,0,"19011","0"
2018-11-29 17:29:43,2018-11-29 17:35:50,0,100,367,1,2018-11-29 17:35:50,"anonymous","EN",20,1,2,3,1,1,2,4,4,2,1,2,1,2,4,4,2,5,1,5,2,2,4,4,5,3,4,4,2,1,1,3,3,1,1,1,2,2,2,2,1,2,4,2,4,3,2,1,2,1,2,3,3,3,2,2,2,2,1,1,2,1,1,3,2,2,1,2,3,2,3,3,25,6,24,20,58,1,"19013","1"
2018-11-29 18:22:35,2018-11-29 18:33:17,0,100,641,1,2018-11-29 18:33:17,"anonymous","EN",21,1,1,1,1,1,1,5,4,4,1,1,1,1,5,5,5,5,2,1,2,5,3,2,2,1,5,2,2,2,2,1,2,1,1,1,3,2,4,4,1,3,4,1,1,2,1,1,5,2,5,3,1,2,2,1,1,2,1,2,2,1,2,3,1,1,1,4,5,3,6,6,15,6,15,29,70,0,"19014","0"
2018-11-29 19:56:08,2018-11-29 20:03:31,0,100,443,1,2018-11-29 20:03:32,"anonymous","EN",18,2,1,1,1,2,1,5,1,2,2,1,1,2,5,5,2,5,1,1,1,1,4,2,2,1,2,2,1,2,1,2,3,1,2,1,1,2,2,1,2,1,4,1,1,5,3,1,2,1,2,5,3,5,5,1,1,1,1,1,1,1,2,3,6,2,1,2,2,1,2,2,13,5,13,20,53,0,"18741","0"
2018-11-29 21:41:20,2018-11-29 22:04:26,0,100,1385,1,2018-11-29 22:04:26,"anonymous","EN",18,2,1,1,3,4,4,5,4,4,2,2,1,4,5,3,1,3,2,1,2,2,2,3,4,3,4,2,2,2,1,2,3,1,1,2,2,3,3,2,3,3,4,1,2,2,4,3,4,5,2,4,2,2,3,1,2,2,1,2,2,2,2,3,4,3,1,2,4,1,5,4,18,7,18,18,74,0,"18784","0"
2018-11-30 01:18:54,2018-11-30 01:27:11,0,100,497,1,2018-11-30 01:27:12,"anonymous","EN",18,2,1,2,2,2,2,4,4,4,3,4,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,4,2,1,3,1,2,1,2,5,4,2,3,4,4,1,1,2,5,3,4,5,4,3,4,3,5,1,3,3,2,5,3,3,4,3,2,5,3,6,5,4,6,6,13,9,12,35,104,2,"18775","2"
2018-11-30 15:16:22,2018-11-30 15:23:00,0,100,397,1,2018-11-30 15:23:00,"anonymous","EN",21,1,2,5,2,1,2,5,4,4,2,1,2,4,5,5,5,5,5,1,4,5,1,3,2,1,4,1,3,3,2,2,4,1,2,1,4,3,1,4,4,1,4,1,3,4,3,1,5,4,5,5,2,3,1,1,3,4,2,3,3,2,1,5,1,3,1,2,6,4,6,5,12,13,12,34,90,0,"18923","0"
2018-11-30 18:30:48,2018-11-30 18:44:09,0,100,800,1,2018-11-30 18:44:09,"anonymous","EN",18,2,1,1,2,2,3,2,4,4,4,4,2,1,1,1,5,5,5,1,2,5,4,4,4,4,4,4,3,3,1,2,3,1,2,1,1,2,1,1,3,1,4,1,1,5,4,1,6,1,5,6,3,4,6,1,1,2,1,6,2,1,3,2,2,5,1,3,2,1,4,2,24,8,24,24,81,0,"18628","0"
2018-12-01 11:24:31,2018-12-01 11:33:54,0,100,562,1,2018-12-01 11:33:54,"anonymous","EN",21,1,2,1,1,1,1,3,3,2,1,2,2,2,5,5,2,5,1,1,3,5,2,2,2,2,4,4,1,1,1,2,4,1,2,1,2,1,3,4,1,2,4,1,3,2,2,1,5,3,4,4,2,3,3,1,1,2,1,1,1,2,1,3,5,2,1,2,2,1,5,5,16,6,16,26,64,0,"16589","0"
2018-12-01 11:34:05,2018-12-01 11:47:40,0,100,814,1,2018-12-01 11:47:40,"anonymous","EN",20,1,2,1,2,2,2,5,3,4,3,1,3,2,5,5,5,5,4,1,2,5,1,1,1,2,5,1,2,4,1,4,3,1,2,2,3,2,1,5,2,1,4,1,1,4,1,1,6,3,5,6,4,4,5,1,2,3,4,5,4,1,3,6,4,6,1,3,5,1,6,6,11,13,11,31,97,0,"18829","0"
2018-12-01 12:57:16,2018-12-01 13:03:25,0,100,368,1,2018-12-01 13:03:25,"anonymous","EN",22,1,2,2,2,3,3,5,4,4,5,3,5,2,5,5,5,5,3,1,1,5,4,5,4,4,5,4,1,3,2,1,3,1,1,1,2,2,4,1,2,1,4,1,1,4,2,1,5,6,5,4,2,2,1,1,1,2,1,4,2,1,3,3,1,2,1,2,4,3,6,6,26,6,26,29,75,0,"18969","0"
2018-12-01 14:10:03,2018-12-01 14:49:27,0,100,2363,1,2018-12-01 14:49:28,"anonymous","EN",20,2,2,2,1,1,2,5,5,4,2,2,1,2,5,5,5,5,3,1,2,4,4,4,4,4,2,4,3,2,1,4,3,1,3,1,2,3,2,2,2,2,4,1,2,6,2,1,2,1,3,2,3,3,4,1,2,2,2,4,1,1,1,2,1,5,1,2,3,1,1,6,22,11,22,29,67,0,"19018","0"
2018-12-02 14:04:18,2018-12-02 14:09:42,0,100,323,1,2018-12-02 14:09:42,"anonymous","EN",18,1,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,5,4,5,5,5,5,5,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,1,2,3,1,1,1,1,6,1,4,3,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,2,2,29,1,29,11,42,0,"19023","0"
2018-12-02 14:27:39,2018-12-02 14:34:38,0,100,418,1,2018-12-02 14:34:39,"anonymous","EN",19,1,1,1,1,2,2,5,2,2,2,2,2,2,5,5,4,5,1,1,1,5,3,4,5,3,4,2,1,1,1,2,3,1,1,1,1,2,5,1,1,3,4,1,1,4,3,5,5,6,5,5,3,3,4,1,2,2,1,1,1,1,2,3,4,3,1,1,4,2,5,5,21,3,21,26,76,0,"18656","0"
2018-12-02 15:16:11,2018-12-02 15:25:41,0,100,570,1,2018-12-02 15:25:41,"anonymous","EN",18,2,1,1,1,1,1,5,3,3,1,1,1,1,5,5,5,5,4,1,1,5,4,4,3,4,4,2,4,2,1,4,4,1,1,1,2,2,2,1,1,1,4,1,1,3,5,2,4,3,5,6,3,5,6,1,2,2,1,1,1,1,1,2,5,4,1,2,4,4,5,5,21,11,21,30,76,0,"18644","0"
2018-12-02 15:38:25,2018-12-02 15:45:48,0,100,443,1,2018-12-02 15:45:48,"anonymous","EN",18,1,1,2,1,1,1,5,2,4,1,1,1,1,1,1,5,1,2,1,1,5,1,4,4,5,5,2,4,2,1,4,4,1,1,2,2,2,4,5,2,4,4,1,3,3,2,1,6,2,6,5,2,2,2,1,2,2,3,3,2,2,1,5,1,2,1,1,6,1,6,6,21,12,21,16,83,0,"18835","0"
2018-12-02 19:33:42,2018-12-02 19:44:52,0,100,670,1,2018-12-02 19:44:53,"anonymous","EN",19,1,2,1,1,1,1,5,4,3,1,2,3,4,5,5,3,5,1,1,1,4,4,5,3,4,5,4,2,2,1,2,2,1,1,1,2,3,3,1,1,1,4,1,3,2,2,2,5,2,5,6,2,4,5,1,1,3,1,1,1,1,2,3,5,4,1,1,2,1,5,5,25,5,25,24,71,0,"19027","0"
2018-12-02 21:48:24,2018-12-02 21:55:30,0,100,425,1,2018-12-02 21:55:30,"anonymous","EN",20,1,2,1,1,1,2,5,4,4,2,1,2,1,5,5,5,5,2,1,2,5,2,2,4,2,3,2,1,2,1,2,3,1,1,1,2,3,2,4,2,2,4,1,1,3,3,2,4,3,5,3,2,2,3,1,2,1,2,3,2,1,2,3,2,4,1,3,4,1,5,4,15,5,15,29,76,0,"18729","0"
2018-12-03 01:02:43,2018-12-03 01:08:50,0,100,367,1,2018-12-03 01:08:50,"anonymous","EN",18,1,1,1,1,2,1,2,3,2,2,2,2,1,1,1,1,5,5,1,5,5,1,1,1,1,1,1,2,2,2,1,3,1,2,1,1,1,2,5,1,1,4,1,1,1,2,1,6,6,5,5,2,3,6,1,3,4,1,3,3,1,3,6,6,4,1,6,6,1,6,6,6,6,6,23,92,0,"18615","0"
2018-12-03 10:58:11,2018-12-03 11:09:45,0,100,694,1,2018-12-03 11:09:46,"anonymous","EN",20,1,2,1,2,3,2,5,4,4,2,2,1,3,5,4,2,1,1,1,2,5,3,4,3,2,5,4,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,1,1,5,3,4,2,2,3,5,2,3,4,1,1,2,1,4,1,1,2,4,4,6,1,2,2,1,6,5,21,0,21,20,69,0,"18982","0"
2018-12-03 12:28:15,2018-12-03 12:35:06,0,100,410,1,2018-12-03 12:35:06,"anonymous","EN",17,2,1,1,4,4,4,4,4,4,1,2,1,2,5,5,5,5,4,1,1,5,2,2,3,3,3,2,3,2,3,4,4,1,2,2,3,3,2,2,2,2,4,1,1,3,3,2,3,2,3,4,2,3,4,1,3,3,3,3,2,5,6,5,6,5,1,2,5,1,6,6,15,15,15,30,85,0,"18932","0"
2018-12-03 14:32:31,2018-12-03 14:41:00,0,100,508,1,2018-12-03 14:41:00,"anonymous","EN",18,1,2,2,1,1,1,4,3,2,1,2,2,2,4,4,4,5,2,1,1,4,2,3,4,3,4,3,4,3,2,3,4,1,1,2,2,4,2,2,2,2,4,1,2,3,2,2,5,2,5,4,2,3,3,1,2,2,2,4,3,2,2,3,5,2,1,3,3,2,5,5,19,13,19,24,76,0,"18650","0"
2018-12-03 15:24:16,2018-12-03 15:34:39,0,100,622,1,2018-12-03 15:34:39,"anonymous","EN",20,1,2,1,1,1,1,5,2,1,1,1,2,1,5,5,5,3,1,1,2,5,1,1,1,2,2,1,2,1,2,3,4,1,1,1,2,5,2,1,2,1,4,1,1,1,3,1,6,5,2,5,3,5,5,1,1,2,1,1,2,1,1,6,1,1,1,3,5,4,6,6,8,8,8,26,81,0,"19032","0"
2018-12-03 15:39:41,2018-12-03 15:51:29,0,100,707,1,2018-12-03 15:51:29,"anonymous","EN",22,2,2,1,1,2,2,5,4,4,2,3,1,4,4,4,4,5,3,1,2,4,4,3,4,2,5,3,3,2,1,3,4,1,2,1,1,2,2,1,1,2,4,1,2,3,2,1,5,3,5,4,2,2,4,1,2,2,1,2,1,1,2,2,5,6,1,2,4,2,4,3,21,9,21,26,67,0,"19025","0"
2018-12-03 18:08:23,2018-12-03 18:16:08,0,100,465,1,2018-12-03 18:16:08,"anonymous","EN",19,1,2,2,1,1,1,4,3,2,1,1,1,2,5,5,4,4,1,1,1,5,2,4,4,4,5,1,2,1,1,2,4,1,2,1,2,4,6,3,3,5,4,1,3,3,2,1,3,2,2,5,3,4,6,1,1,3,1,1,1,1,1,2,3,1,1,2,4,4,5,5,20,7,20,25,72,0,"19035","0"
2018-12-03 20:18:50,2018-12-03 20:29:25,0,100,635,1,2018-12-03 20:29:26,"anonymous","EN",21,1,2,1,2,3,2,5,5,4,1,1,2,2,5,5,5,5,1,1,1,2,2,4,2,3,4,5,1,1,1,4,2,1,1,2,3,5,6,2,1,6,4,6,2,6,2,6,4,4,6,5,1,2,3,6,1,3,1,1,1,1,2,3,3,3,1,1,6,1,4,6,20,7,20,24,83,1,"16857","1"
2018-12-03 21:12:33,2018-12-03 21:18:20,0,100,346,1,2018-12-03 21:18:20,"anonymous","EN",18,1,1,1,1,1,1,5,4,1,1,1,2,1,5,5,5,5,1,1,1,5,3,3,2,4,3,4,2,2,2,2,3,1,1,1,3,2,2,1,1,3,4,1,1,1,1,1,1,3,2,2,1,3,3,6,1,1,1,1,2,1,1,2,2,2,1,1,3,3,3,3,19,8,19,27,48,1,"19000","1"
2018-12-03 21:16:50,2018-12-03 21:24:58,0,100,487,1,2018-12-03 21:24:58,"anonymous","EN",18,1,1,1,3,3,3,5,4,5,2,2,1,2,5,5,5,5,5,1,2,5,2,2,2,3,4,3,2,2,1,2,4,1,2,1,2,5,4,2,2,4,4,1,3,4,3,3,3,2,5,4,3,3,3,1,2,2,2,4,4,1,1,2,4,4,1,2,4,2,5,5,16,8,16,32,81,0,"18821","0"
2018-12-03 23:26:05,2018-12-03 23:36:36,0,100,631,1,2018-12-03 23:36:37,"anonymous","EN",19,1,2,1,2,1,2,5,4,5,3,3,5,5,5,5,5,5,1,1,4,5,4,4,4,2,4,4,2,1,1,1,3,1,1,1,2,2,6,4,2,6,4,5,2,3,4,5,5,5,6,6,5,6,6,1,2,3,1,1,1,1,2,2,3,2,1,3,5,5,6,6,22,4,22,30,100,0,"18925","0"
