"age","gender","roommate","other_sleep","bed_read","bed_study","bed_hw","attention1","bed_internet","bed_tv","bed_eat","bed_friends","bed_videogame","bed_readp","BL_1","BL_2","BL_3","BL_4","BL_5","attention2","BL_6","BL_7","sleepsat1","sleepsat2","sleepsat3","sleepsat4","sleepsat5","sleepsat6","ESS1","ESS2","ESS3","ESS4","ESS5","ESS6","ESS7","ESS8","ESS00","ashs1","ashs2","ashs3","ashs4","ashs5","attention3","ashs6","ashs7","ashs8","ashs9","ashs10","ashs11","ashs12","ashs13","ashs14","ashs15","ashs16","ashs17","attention4","ashs18","ashs19","ashs20","ashs21","ashs22","ashs23","ashs24","ashs26","ashs27","ashs28","attention5","ashs29","ashs30","ashs31","ashs32","ashs33","id","ESS1m1","ESS2m1","ESS3m1","ESS4m1","ESS5m1","ESS6m1","ESS7m1","ESS8m1","ess_total","attention1r","attention2r","attention3r","attention4r","attention5r","att_sum"
22,1,2,4,1,2,3,5,4,4,2,1,4,1,1,1,5,5,1,1,2,5,1,1,1,1,2,1,4,2,2,2,3,1,3,1,2,2,3,2,1,2,4,1,1,2,1,2,5,1,6,3,1,2,3,1,2,2,1,5,1,1,6,6,3,6,1,2,5,2,5,4,19403,3,1,1,1,2,0,2,0,10,1,1,1,1,1,5
21,1,1,2,2,2,1,5,5,4,2,1,1,4,5,5,4,1,1,1,1,1,4,4,2,3,4,4,2,1,1,1,2,1,1,1,2,2,2,2,1,3,4,2,1,6,4,1,4,1,2,2,2,1,2,6,1,2,2,1,1,1,5,1,5,2,1,2,3,3,6,6,19423,1,0,0,0,1,0,0,0,2,1,1,1,0,1,4
18,1,1,1,3,3,3,5,4,4,3,4,1,1,1,1,5,5,1,1,3,5,4,1,4,5,3,2,2,1,1,2,4,1,3,1,2,5,3,2,2,3,4,1,2,2,4,1,5,1,2,5,3,2,6,1,1,2,1,1,2,1,1,3,2,6,1,2,6,1,6,6,19416,1,0,0,1,3,0,2,0,7,1,1,1,1,1,5
21,1,2,1,2,2,2,5,4,5,2,1,4,3,5,5,5,5,3,1,2,5,3,3,4,4,5,3,2,2,1,1,2,1,2,1,2,2,3,2,2,3,4,1,1,2,2,2,5,3,5,4,2,2,3,2,2,3,2,3,1,2,2,2,2,2,1,2,2,2,2,1,19334,1,1,0,0,1,0,1,0,4,1,1,1,0,1,4
24,1,2,3,2,2,2,5,4,3,2,2,1,2,5,5,5,5,4,1,1,5,4,4,4,4,5,4,3,1,2,2,4,1,3,1,4,3,2,2,3,2,4,1,2,5,2,2,4,2,5,5,2,5,5,1,2,2,2,2,2,1,4,3,1,3,1,2,3,3,5,5,19425,2,0,1,1,3,0,2,0,9,1,1,1,1,1,5
23,3,2,1,1,1,1,5,2,1,1,2,1,2,5,4,4,4,1,1,3,5,2,1,2,1,1,2,2,4,2,4,3,1,1,2,2,2,2,1,2,1,4,1,1,3,4,1,3,1,2,5,5,5,4,1,2,3,1,1,1,1,3,5,4,1,1,1,4,4,4,4,19359,1,3,1,3,2,0,0,1,11,1,1,1,1,1,5
21,1,2,2,1,2,2,5,4,4,2,1,2,2,2,2,5,5,5,1,1,5,4,4,5,5,5,4,3,3,2,3,4,1,1,1,2,2,3,1,2,3,4,1,1,3,2,1,5,6,6,5,1,2,5,1,1,2,1,5,1,1,2,2,6,6,1,3,4,1,6,6,19255,2,2,1,2,3,0,0,0,10,1,1,1,1,1,5
24,1,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,2,2,2,2,3,2,2,1,2,3,3,2,4,4,3,4,4,3,3,4,4,3,3,4,4,3,2,3,3,3,3,3,3,4,3,2,3,2,3,3,2,3,4,19369,2,1,1,1,1,2,1,1,10,0,0,1,0,0,1
19,2,2,1,1,1,1,5,2,1,1,1,1,1,4,4,1,4,2,1,1,3,5,4,4,4,5,4,1,2,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,5,4,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,4,1,1,1,2,2,2,1,19382,0,1,0,0,0,0,0,0,1,1,1,1,1,1,5
23,2,2,2,1,1,1,5,3,2,1,3,1,2,5,5,4,5,1,1,1,4,2,2,2,1,1,2,2,2,1,1,4,1,2,1,3,1,1,2,1,1,4,1,2,3,2,1,4,2,5,3,2,2,2,1,3,3,2,3,1,2,3,4,1,4,1,3,5,2,5,6,19304,1,1,0,0,3,0,1,0,6,1,1,1,1,1,5
25,1,1,1,2,2,2,5,4,3,1,1,1,2,3,5,5,5,2,1,2,4,4,4,4,4,4,4,1,2,2,3,4,1,1,1,1,5,2,3,4,5,4,1,2,6,1,1,1,2,2,5,1,3,3,1,1,1,1,1,1,1,1,2,5,3,1,1,3,2,4,5,19430,0,1,1,2,3,0,0,0,7,1,1,1,1,1,5
20,2,2,1,3,3,4,5,4,5,5,3,4,1,5,5,5,5,5,1,1,5,4,5,4,4,5,5,2,4,1,1,3,1,1,1,1,2,3,5,1,6,4,1,2,2,3,3,6,1,6,6,3,4,5,6,1,3,3,6,4,1,1,4,3,6,1,2,3,3,6,3,19424,1,3,0,0,2,0,0,0,6,1,1,1,0,1,4
20,1,2,3,1,1,1,5,5,4,1,2,2,1,5,5,5,5,5,1,3,5,2,2,2,2,4,2,4,2,1,3,3,1,3,2,3,2,1,2,2,2,4,1,1,2,2,1,4,1,6,4,2,3,4,1,2,4,2,5,1,1,3,3,4,1,1,3,6,1,6,6,19192,3,1,0,2,2,0,2,1,11,1,1,1,1,1,5
17,2,2,4,1,1,1,5,3,3,2,3,1,3,1,1,1,1,1,1,1,2,5,5,2,5,5,4,1,2,1,3,3,1,1,1,1,1,2,1,1,2,4,1,1,6,2,1,3,1,1,3,2,2,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,3,4,19340,0,1,0,2,2,0,0,0,5,1,1,1,1,1,5
19,1,1,1,1,2,2,5,4,4,2,3,1,1,5,4,3,3,1,1,4,5,4,4,5,2,2,5,2,2,1,2,3,1,2,1,2,2,4,2,2,5,4,1,3,3,3,2,5,3,5,5,5,3,5,1,1,2,2,2,2,1,1,3,6,3,1,4,5,1,6,6,19437,1,1,0,1,2,0,1,0,6,1,1,1,1,1,5
18,2,1,2,1,1,1,5,5,5,1,2,2,1,5,5,5,5,4,1,2,5,4,4,2,1,4,4,4,4,1,2,4,1,2,1,3,5,3,1,4,1,4,1,1,3,5,1,5,5,4,5,5,5,5,1,1,3,3,5,4,3,3,5,3,3,1,3,5,5,5,5,19219,3,3,0,1,3,0,1,0,11,1,1,1,1,1,5
18,2,1,3,2,1,2,5,2,2,2,2,2,2,5,4,2,1,1,1,2,3,4,4,3,5,5,4,3,2,2,3,3,1,2,1,3,2,2,2,1,2,4,1,2,2,3,2,5,4,2,4,1,6,4,1,1,2,1,1,2,1,2,3,2,2,1,1,5,1,6,6,19435,2,1,1,2,2,0,1,0,9,1,1,1,1,1,5
19,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,1,1,1,1,5,5,5,4,1,5,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,6,1,1,4,2,5,3,1,1,3,1,1,1,1,3,2,6,1,1,2,3,2,4,4,19298,0,0,0,3,0,0,0,0,3,1,1,1,1,1,5
24,1,2,2,2,1,1,5,3,3,1,2,3,4,3,3,2,1,1,1,1,2,4,4,4,5,5,4,2,2,1,2,3,1,2,1,2,2,5,2,1,5,4,1,1,5,2,1,2,2,2,2,1,4,4,1,1,1,1,1,1,1,1,2,5,2,1,1,3,3,2,4,19440,1,1,0,1,2,0,1,0,6,1,1,1,1,1,5
22,1,2,1,1,1,1,5,5,5,1,1,1,1,5,5,5,5,1,1,5,5,4,4,4,3,4,4,1,2,1,1,1,1,1,1,1,1,1,6,1,1,4,1,1,1,1,1,1,4,6,6,2,4,4,1,1,1,1,6,1,1,1,2,6,6,1,1,5,2,6,2,19151,0,1,0,0,0,0,0,0,1,1,1,1,1,1,5
19,2,1,2,1,1,1,5,2,2,2,1,2,1,4,4,4,5,1,1,1,4,3,4,3,5,5,3,2,2,1,2,4,1,1,1,1,2,3,3,2,1,4,1,2,2,2,1,1,1,3,2,1,2,2,1,1,2,1,1,1,1,2,3,2,2,1,2,5,3,5,4,19445,1,1,0,1,3,0,0,0,6,1,1,1,1,1,5
21,1,1,2,1,3,3,5,5,5,4,3,5,5,5,5,5,5,2,1,1,5,5,4,5,5,5,4,4,4,2,2,4,1,2,1,4,6,6,1,6,2,4,1,1,6,6,3,6,5,5,4,3,4,5,5,2,6,1,1,1,3,3,6,6,6,1,3,6,6,6,6,19290,3,3,1,1,3,0,1,0,12,1,1,1,0,1,4
23,2,2,5,2,2,2,5,4,4,2,1,1,2,5,5,5,5,2,1,2,5,3,3,2,2,4,4,3,3,1,2,4,1,2,1,2,3,2,4,3,1,4,3,2,3,2,1,4,2,6,5,3,4,5,1,1,2,2,2,1,1,2,2,1,6,1,2,5,4,6,6,16679,2,2,0,1,3,0,1,0,9,1,1,1,1,1,5
18,2,1,2,2,2,2,5,2,2,1,3,1,1,5,5,5,5,5,1,2,5,1,1,1,2,2,1,4,4,2,2,4,1,2,1,4,5,3,2,4,3,4,2,2,2,2,2,4,2,4,5,4,4,5,1,3,3,1,1,1,1,4,6,5,5,1,2,6,2,6,5,19420,3,3,1,1,3,0,1,0,12,1,1,1,1,1,5
19,1,2,4,1,1,1,5,4,1,1,1,1,1,5,4,4,5,4,1,2,4,2,4,5,5,4,4,2,3,2,3,3,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19288,1,2,1,2,2,0,1,0,9,1,1,NA,NA,NA,NA
19,2,1,2,2,4,4,5,4,2,2,2,1,2,5,5,4,3,2,1,2,3,4,4,4,4,5,3,3,2,1,4,4,1,2,2,3,3,3,3,4,2,4,1,3,3,2,2,2,1,2,3,2,2,4,2,2,1,1,2,2,1,2,3,5,5,1,2,3,2,5,5,19193,2,1,0,3,3,0,1,1,11,1,1,1,0,1,4
20,1,2,1,1,1,1,5,2,1,1,1,1,2,5,5,3,5,1,1,1,4,4,2,2,3,4,2,2,1,1,1,3,1,2,1,2,1,2,2,1,2,4,1,1,2,2,2,3,1,3,2,2,2,3,1,1,2,1,1,1,1,2,3,3,1,1,1,2,1,5,5,19412,1,0,0,0,2,0,1,0,4,1,1,1,1,1,5
20,1,2,5,2,2,2,5,2,2,2,1,2,2,5,5,5,5,1,1,1,5,4,4,5,4,5,4,1,1,2,3,1,1,1,1,2,1,4,1,1,3,4,1,1,6,2,1,1,3,6,6,2,4,2,1,1,1,1,1,1,1,1,2,4,3,1,2,5,1,6,5,19455,0,0,1,2,0,0,0,0,3,1,1,1,1,1,5
21,1,2,1,2,1,1,4,3,2,1,1,1,2,5,3,1,1,1,1,1,5,4,3,5,2,5,4,2,2,1,3,2,1,2,3,2,2,3,1,1,3,4,1,4,2,2,1,5,1,3,4,1,2,2,6,1,1,1,2,2,1,1,2,3,2,1,2,3,2,4,5,19396,1,1,0,2,1,0,1,2,8,0,1,1,0,1,3
21,1,1,2,3,2,1,5,3,4,1,1,1,4,5,5,5,5,4,1,1,5,4,5,2,3,4,3,1,3,1,4,3,1,4,1,4,4,3,3,3,1,4,1,3,3,1,1,4,2,3,3,1,3,3,1,1,4,3,3,1,1,1,4,4,3,1,1,4,3,4,4,19287,0,2,0,3,2,0,3,0,10,1,1,1,1,1,5
20,1,2,1,2,2,1,5,3,4,1,1,1,3,5,5,5,5,3,1,3,5,2,2,2,4,2,2,3,2,1,2,4,1,2,1,1,2,2,2,1,2,4,1,1,4,4,1,3,1,4,4,3,5,5,1,2,2,1,5,2,1,3,4,5,4,1,2,5,3,5,4,19407,2,1,0,1,3,0,1,0,8,1,1,1,1,1,5
19,1,2,1,1,2,2,5,4,2,2,1,2,1,5,4,2,1,1,1,1,5,4,4,5,4,3,2,2,2,1,4,4,1,2,3,1,1,1,1,1,1,4,1,2,1,2,1,6,5,4,3,1,2,3,1,1,2,1,1,1,1,1,2,5,2,1,1,3,2,6,5,19384,1,1,0,3,3,0,1,2,11,1,1,1,1,1,5
19,1,1,1,1,1,1,5,2,2,1,1,1,1,3,4,4,3,1,1,1,4,4,4,5,4,5,4,2,2,1,1,2,1,1,1,3,1,3,2,1,2,4,1,1,4,2,1,2,1,2,5,2,4,3,1,1,3,1,2,1,1,2,3,2,3,1,1,2,1,3,4,19443,1,1,0,0,1,0,0,0,3,1,1,1,1,1,5
20,2,2,1,2,2,4,5,2,2,4,2,1,2,5,5,5,5,1,1,2,5,2,1,4,1,1,3,2,1,2,3,2,2,3,1,3,2,3,5,1,3,4,1,1,2,5,3,5,5,6,5,4,3,3,1,2,2,1,1,1,1,4,3,3,2,1,3,4,2,5,3,17328,1,0,1,2,1,1,2,0,8,1,1,1,1,1,5
20,1,1,1,2,2,2,5,3,3,2,3,2,2,5,5,5,5,2,1,2,5,2,2,3,4,4,3,2,2,2,2,3,1,1,1,2,2,4,2,2,4,4,1,3,3,2,1,4,2,6,4,3,3,5,1,2,3,2,3,2,1,1,4,3,3,1,3,6,1,6,6,19375,1,1,1,1,2,0,0,0,6,1,1,1,1,1,5
19,1,2,1,1,2,1,5,5,5,1,1,1,2,5,5,5,5,5,1,2,5,3,3,3,2,5,3,2,4,1,3,2,1,1,1,1,2,3,2,2,3,4,1,1,5,5,1,4,2,5,4,5,4,5,1,2,2,1,5,1,2,3,3,5,2,1,3,4,5,5,5,19458,1,3,0,2,1,0,0,0,7,1,1,1,1,1,5
22,1,2,2,1,2,2,5,4,4,2,2,4,1,5,5,5,5,5,1,3,5,3,4,2,5,5,3,4,2,2,3,4,1,4,2,3,2,4,3,2,6,4,1,2,4,3,1,6,6,6,5,3,3,5,1,2,3,3,6,2,1,2,4,6,5,1,3,5,5,6,5,16537,3,1,1,2,3,0,3,1,14,1,1,1,1,1,5
21,1,1,1,2,1,2,5,4,2,1,1,2,2,5,4,3,5,1,1,2,5,4,4,3,2,4,3,3,2,1,1,4,1,3,1,2,1,3,1,2,1,4,1,1,1,2,1,5,1,5,6,2,6,5,1,1,1,1,1,1,1,2,3,1,2,1,2,4,1,6,6,19348,2,1,0,0,3,0,2,0,8,1,1,1,1,1,5
20,1,2,5,1,1,2,5,1,1,2,1,2,1,5,5,5,3,4,1,1,5,4,4,3,2,4,4,2,1,1,2,4,1,2,1,2,3,3,2,2,2,4,1,1,1,2,2,6,5,2,5,4,4,6,1,2,4,1,1,1,1,1,2,5,3,1,1,3,1,4,2,19457,1,0,0,1,3,0,1,0,6,1,1,1,1,1,5
19,1,2,1,2,2,2,5,4,4,1,1,4,2,5,5,5,5,2,1,1,5,2,2,4,4,4,3,2,3,1,2,3,1,1,1,1,2,4,1,1,4,4,1,1,3,2,1,5,2,5,4,2,3,2,1,2,3,1,4,2,1,2,5,3,5,1,1,2,2,3,3,19404,1,2,0,1,2,0,0,0,6,1,1,1,1,1,5
20,2,1,1,1,1,1,5,4,4,2,1,1,1,5,5,5,5,1,1,3,5,4,3,4,2,4,3,3,3,1,4,2,1,3,1,2,3,3,5,2,4,4,1,2,1,4,4,5,3,4,6,4,3,5,1,4,2,1,2,2,1,1,5,5,3,1,2,4,4,5,5,19126,2,2,0,3,1,0,2,0,10,1,1,1,1,1,5
19,1,1,1,1,1,1,5,5,5,2,4,4,4,2,3,5,5,1,1,3,5,3,5,4,4,4,3,2,2,1,3,3,1,3,1,2,2,5,4,1,4,4,6,1,5,3,4,5,5,5,5,2,3,2,1,1,2,1,1,1,1,3,4,6,3,1,2,4,4,6,6,19381,1,1,0,2,2,0,2,0,8,1,1,1,1,1,5
20,1,2,1,1,1,1,5,2,2,2,1,2,2,5,2,4,4,4,1,3,3,3,2,1,1,5,2,1,1,2,2,3,1,2,1,2,4,3,3,3,1,4,5,3,3,4,1,3,3,4,4,4,4,5,1,1,3,1,1,1,2,3,3,1,2,1,2,4,5,5,5,19462,0,0,1,1,2,0,1,0,5,1,1,1,1,1,5
19,3,1,1,2,2,2,5,5,4,2,3,1,5,5,5,5,5,5,1,3,5,4,4,2,3,4,2,3,3,2,3,3,1,1,1,2,4,2,6,4,5,4,6,2,4,6,1,4,6,5,5,4,6,4,1,1,2,6,3,1,1,3,3,4,2,1,2,3,3,6,6,19444,2,2,1,2,2,0,0,0,9,1,1,1,1,1,5
18,1,1,1,1,1,1,5,2,2,1,1,2,1,4,1,2,5,1,1,1,5,4,5,4,3,5,4,2,1,1,3,2,1,1,1,2,1,1,2,1,1,4,5,1,3,1,1,5,4,2,4,1,2,2,1,1,2,1,1,2,1,6,3,1,1,1,1,2,1,2,4,19214,1,0,0,2,1,0,0,0,4,1,1,1,1,1,5
20,2,2,1,2,3,3,5,5,5,4,1,5,3,5,5,5,5,1,1,3,5,4,2,5,4,1,3,3,2,1,2,4,1,1,1,2,3,2,1,1,2,4,1,2,2,3,1,4,2,4,5,3,3,5,1,1,1,1,2,1,1,1,3,4,6,1,2,3,1,4,4,18118,2,1,0,1,3,0,0,0,7,1,1,1,1,1,5
18,2,2,1,4,4,4,3,4,4,2,2,1,1,5,5,5,5,3,1,2,4,2,2,2,2,2,2,2,3,1,2,4,1,2,2,2,4,4,2,1,3,4,1,1,3,4,2,4,1,5,6,4,5,6,1,4,2,1,3,2,1,2,5,2,5,1,3,5,2,5,5,19448,1,2,0,1,3,0,1,1,9,0,1,1,1,1,4
18,2,1,2,3,4,3,3,2,4,2,1,1,2,5,5,5,5,1,1,1,5,4,4,4,5,5,2,3,2,1,4,3,1,1,1,2,2,5,3,2,3,4,1,1,1,1,1,5,2,5,2,2,3,3,1,2,2,1,1,1,1,3,3,5,6,1,1,5,2,6,6,19111,2,1,0,3,2,0,0,0,8,0,1,1,1,1,4
21,1,2,1,1,1,1,5,3,2,2,1,1,2,4,4,3,5,3,1,3,5,4,2,3,5,4,4,2,3,1,2,2,1,3,1,2,2,5,1,2,2,4,1,1,4,4,1,2,3,4,4,2,5,5,1,2,1,1,2,3,1,2,2,3,3,1,4,3,2,4,6,19317,1,2,0,1,1,0,2,0,7,1,1,1,1,1,5
19,2,1,2,3,4,3,5,3,2,3,4,1,2,5,5,5,5,5,1,2,5,1,3,2,4,5,1,2,3,1,4,4,1,3,1,2,2,4,4,1,2,4,1,1,1,2,2,3,1,4,6,3,2,5,1,2,4,1,3,1,1,3,5,2,5,1,1,6,5,6,3,19368,1,2,0,3,3,0,2,0,11,1,1,1,1,1,5
20,2,2,2,2,2,2,5,2,2,2,1,3,2,5,5,5,5,5,5,1,5,2,2,2,2,4,2,3,2,3,2,2,1,3,1,2,5,2,1,2,1,4,1,1,2,1,1,3,1,6,6,4,5,4,1,2,2,1,1,2,1,2,5,4,5,1,6,5,5,5,5,19463,2,1,2,1,1,0,2,0,9,1,0,1,1,1,4
19,1,2,1,1,1,1,5,4,4,2,1,2,1,5,5,5,5,1,1,1,5,4,2,2,3,5,4,3,2,3,4,4,1,1,1,2,2,2,2,2,2,4,2,2,2,1,1,5,1,5,2,1,1,3,1,1,1,1,1,1,1,2,3,1,1,1,2,4,2,4,5,19373,2,1,2,3,3,0,0,0,11,1,1,1,1,1,5
19,1,1,2,1,1,1,5,2,2,1,1,1,1,5,5,3,5,1,1,2,3,3,4,4,4,3,3,3,2,1,2,3,1,1,1,1,2,2,4,2,2,4,1,2,4,2,1,5,1,6,4,3,2,5,1,1,3,1,1,1,1,1,3,1,1,1,3,3,1,5,5,19465,2,1,0,1,2,0,0,0,6,1,1,1,1,1,5
19,1,1,1,2,2,2,5,2,3,2,2,1,1,1,1,1,5,5,1,1,5,2,5,4,2,5,4,1,1,1,2,3,1,1,1,2,2,2,6,1,2,4,5,2,1,3,1,5,1,5,5,2,3,2,1,1,1,1,3,1,1,2,3,1,2,1,2,3,3,5,5,19466,0,0,0,1,2,0,0,0,3,1,1,1,1,1,5
18,1,1,1,2,2,2,5,3,3,2,4,3,2,5,4,4,5,4,1,4,4,2,4,2,4,4,2,3,2,4,4,3,1,2,1,3,2,5,1,3,4,4,1,1,3,2,2,4,1,4,4,1,3,2,1,1,2,1,4,2,1,1,4,6,3,1,2,6,2,6,6,19358,2,1,3,3,2,0,1,0,12,1,1,1,1,1,5
17,2,2,1,1,1,1,5,3,4,1,1,1,2,5,5,3,5,1,1,1,3,2,2,3,4,3,2,3,1,2,3,2,1,1,1,3,2,2,3,1,3,4,1,1,1,1,1,4,3,4,5,1,2,3,1,1,2,1,1,1,1,1,2,5,1,1,1,3,1,4,6,19495,2,0,1,2,1,0,0,0,6,1,1,1,1,1,5
17,2,2,1,5,5,5,5,4,4,3,1,1,2,5,5,5,5,3,1,1,5,4,4,3,3,5,3,3,2,2,2,2,1,1,2,2,1,5,2,1,3,4,1,1,1,2,1,6,1,6,5,2,4,5,1,2,2,1,4,1,1,1,4,2,6,1,1,6,1,6,6,19476,2,1,1,1,1,0,0,1,7,1,1,1,1,1,5
24,1,2,2,1,1,1,3,2,2,1,1,1,2,5,4,3,5,2,1,3,4,4,4,4,3,4,4,3,3,2,2,2,1,1,1,1,2,5,2,1,5,4,1,4,3,2,5,5,4,5,5,4,5,5,1,2,2,1,4,1,1,2,4,1,2,1,1,5,5,5,5,19482,2,2,1,1,1,0,0,0,7,0,1,1,1,1,4
18,2,2,2,2,2,2,4,4,4,2,2,1,1,2,2,4,5,2,1,3,4,5,4,4,2,3,4,3,3,3,3,3,2,2,1,2,2,5,1,1,5,4,1,2,3,4,4,4,3,5,6,3,3,5,1,2,3,1,3,2,1,3,3,3,4,1,2,4,3,5,5,19493,2,2,2,2,2,1,1,0,12,0,1,1,1,1,4
19,2,2,1,2,2,1,5,4,4,3,3,1,1,5,5,5,5,5,1,3,5,5,5,5,2,5,4,4,4,1,3,4,1,1,1,3,5,5,2,5,5,4,1,2,2,2,4,6,3,5,5,2,5,5,1,2,2,1,5,1,1,2,3,6,5,1,1,5,1,5,6,19487,3,3,0,2,3,0,0,0,11,1,1,1,1,1,5
23,1,2,1,1,1,3,5,4,5,2,2,4,1,5,1,5,5,5,1,3,5,4,4,4,2,3,4,4,2,2,1,2,1,2,2,2,1,6,1,2,2,4,6,6,3,1,1,4,4,4,5,2,4,3,1,2,4,1,6,1,1,2,4,2,6,1,5,3,4,3,4,19497,3,1,1,0,1,0,1,1,8,1,1,1,1,1,5
19,2,2,5,1,3,3,5,4,3,2,1,1,1,5,5,5,1,3,1,1,5,2,4,3,4,5,2,4,3,1,1,4,1,2,1,2,6,3,2,2,2,4,1,3,3,5,2,6,3,6,3,2,3,4,1,2,4,1,5,1,1,6,3,4,6,1,1,5,3,6,6,18417,3,2,0,0,3,0,1,0,9,1,1,1,1,1,5
21,1,2,1,1,1,1,5,3,4,3,2,5,1,5,4,1,5,5,1,1,1,4,5,3,4,3,4,4,2,1,1,3,1,1,1,3,3,1,1,2,2,4,1,4,5,5,1,3,5,3,6,3,6,4,1,6,1,5,2,2,2,4,2,4,2,1,4,2,1,5,5,19176,3,1,0,0,2,0,0,0,6,1,1,1,1,1,5
23,1,2,1,1,1,2,5,2,2,2,2,2,2,5,5,5,5,5,1,1,4,4,4,4,4,4,4,2,3,1,2,4,1,1,1,2,2,5,1,1,2,4,1,1,1,2,1,5,2,6,2,2,1,3,1,2,2,1,5,2,1,2,2,1,5,1,2,2,2,5,5,19501,1,2,0,1,3,0,0,0,7,1,1,1,1,1,5
21,1,1,1,3,3,3,3,1,2,3,2,2,4,2,3,4,4,4,3,4,4,3,2,2,2,1,1,2,3,4,4,3,3,3,3,2,3,5,1,6,4,4,3,1,4,3,3,3,3,6,4,4,4,3,3,3,6,3,4,4,2,3,3,4,4,4,2,3,3,3,2,19505,1,2,3,3,2,2,2,2,17,0,0,1,0,0,1
22,2,1,2,1,2,2,5,5,3,1,2,2,4,5,5,5,5,5,1,5,5,4,4,3,3,4,4,4,3,4,2,2,1,2,1,3,3,3,2,2,3,4,5,5,6,4,2,6,6,5,6,3,6,6,2,3,2,1,3,1,2,3,4,5,5,1,2,6,2,6,3,19504,3,2,3,1,1,0,1,0,11,1,1,1,0,1,4
20,1,2,5,1,1,1,5,1,1,1,1,5,1,5,5,5,5,3,3,2,5,4,3,3,3,3,3,2,2,1,3,3,1,1,1,2,4,2,3,3,2,4,1,1,3,4,2,4,3,4,3,4,3,4,1,2,2,2,3,1,1,1,3,2,2,1,1,3,2,3,3,19389,1,1,0,2,2,0,0,0,6,1,0,1,1,1,4
21,1,2,1,2,1,1,3,5,3,1,1,1,2,1,1,5,5,5,1,1,5,3,5,4,4,4,5,2,2,1,4,4,1,1,4,3,2,2,1,4,1,4,1,1,1,4,2,5,1,6,6,4,3,3,1,2,4,1,6,1,1,2,2,6,6,1,5,6,1,6,6,19505,1,1,0,3,3,0,0,3,11,0,1,1,1,1,4
18,2,1,2,1,1,1,5,3,2,1,1,1,2,5,5,5,5,5,1,5,5,2,1,3,2,1,1,2,4,2,3,4,1,2,1,1,5,1,1,5,2,4,1,1,4,2,1,3,1,5,6,3,5,6,1,3,2,1,1,1,1,5,2,5,1,1,5,4,1,6,6,19868,1,3,1,2,3,0,1,0,11,1,1,1,1,1,5
21,2,1,2,4,4,4,5,5,5,4,4,1,2,5,5,5,5,5,1,2,5,4,4,2,4,4,4,2,3,2,4,3,1,1,1,1,4,2,2,1,3,4,3,2,2,1,1,4,1,6,5,3,3,5,1,2,2,1,6,1,1,2,2,2,6,1,1,3,2,4,4,17321,1,2,1,3,2,0,0,0,9,1,1,1,1,1,5
25,1,2,1,1,1,1,5,3,2,1,2,1,4,1,2,2,3,2,4,3,2,2,2,3,2,3,2,2,1,4,2,1,2,1,4,2,2,3,3,2,2,4,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,19832,1,0,3,1,0,1,0,3,9,1,0,1,0,1,3
20,1,1,1,1,2,2,5,2,3,2,2,3,1,5,5,3,5,5,1,2,5,3,2,2,2,3,4,1,2,1,3,4,1,2,1,2,2,6,2,1,2,4,1,2,1,2,1,4,2,4,2,1,2,2,1,1,2,1,3,1,1,5,2,1,2,1,3,2,1,6,4,19850,0,1,0,2,3,0,1,0,7,1,1,1,1,1,5
18,1,1,1,1,1,1,5,3,1,1,1,1,3,4,2,2,1,1,1,2,1,4,5,1,2,5,1,2,2,3,4,4,1,3,1,3,4,5,1,2,5,4,1,3,4,3,1,1,1,1,3,2,3,3,1,1,1,1,1,5,1,4,5,5,2,1,2,5,4,4,5,19751,1,1,2,3,3,0,2,0,12,1,1,1,1,1,5
22,1,2,1,1,1,1,5,4,3,1,1,4,1,5,5,5,5,1,1,1,5,5,2,4,2,2,2,2,2,3,3,4,1,1,1,3,2,3,2,1,2,4,5,2,2,2,1,6,4,6,6,4,5,6,1,2,3,1,1,1,1,5,3,4,5,1,3,6,6,6,6,19911,1,1,2,2,3,0,0,0,9,1,1,1,1,1,5
18,2,1,1,1,1,1,5,4,1,1,1,2,5,5,5,5,5,5,1,2,5,2,4,5,2,3,2,1,2,4,4,4,1,2,1,3,2,1,1,1,1,4,1,1,6,1,1,6,3,6,3,2,1,3,1,1,1,1,1,2,1,2,3,6,1,1,2,2,1,6,6,19535,0,1,3,3,3,0,1,0,11,1,1,1,1,1,5
18,1,2,2,1,1,2,5,2,2,1,2,1,2,5,5,5,5,1,1,1,3,1,1,1,1,2,1,1,2,2,4,1,1,1,4,2,2,1,6,1,1,4,1,1,6,2,1,4,1,5,4,2,1,5,1,2,4,1,2,1,1,1,6,5,2,1,1,6,4,6,6,19871,0,1,1,3,0,0,0,3,8,1,1,1,1,1,5
